id,bairro,titulo,preco,tags,descricao_longa
918,Itaim Bibi,Imóvel 918 em Itaim Bibi,2330463,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
919,Pinheiros,Imóvel 919 em Jardins,1350299,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
920,Vila Mariana,Imóvel 920 em Moema,900341,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
921,Itaim Bibi,Imóvel 921 em Moema,2346041,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
922,Vila Mariana,Imóvel 922 em Pinheiros,1493566,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
923,Pinheiros,Imóvel 923 em Pinheiros,2868315,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
924,Jardins,Imóvel 924 em Vila Mariana,1845022,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
925,Vila Mariana,Imóvel 925 em Itaim Bibi,2539042,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
926,Pinheiros,Imóvel 926 em Moema,1652373,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
927,Moema,Imóvel 927 em Pinheiros,1294639,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
928,Vila Mariana,Imóvel 928 em Itaim Bibi,696953,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
929,Vila Mariana,Imóvel 929 em Vila Mariana,2622884,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
930,Itaim Bibi,Imóvel 930 em Pinheiros,311285,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
931,Vila Mariana,Imóvel 931 em Itaim Bibi,1111611,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
932,Pinheiros,Imóvel 932 em Jardins,756826,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
933,Pinheiros,Imóvel 933 em Itaim Bibi,1755574,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
934,Pinheiros,Imóvel 934 em Pinheiros,1783379,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
935,Itaim Bibi,Imóvel 935 em Moema,546546,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
936,Pinheiros,Imóvel 936 em Jardins,872187,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
937,Jardins,Imóvel 937 em Moema,602495,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
938,Vila Mariana,Imóvel 938 em Itaim Bibi,1452034,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
939,Jardins,Imóvel 939 em Jardins,2302456,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
940,Moema,Imóvel 940 em Itaim Bibi,1114190,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
941,Jardins,Imóvel 941 em Itaim Bibi,418503,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
942,Moema,Imóvel 942 em Moema,1665590,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
943,Vila Mariana,Imóvel 943 em Itaim Bibi,655768,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
944,Itaim Bibi,Imóvel 944 em Pinheiros,1986311,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
945,Itaim Bibi,Imóvel 945 em Vila Mariana,1429307,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
946,Pinheiros,Imóvel 946 em Jardins,2129997,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
947,Vila Mariana,Imóvel 947 em Vila Mariana,1803924,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
948,Moema,Imóvel 948 em Pinheiros,2352429,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
949,Moema,Imóvel 949 em Pinheiros,344915,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
950,Itaim Bibi,Imóvel 950 em Jardins,1609283,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
951,Moema,Imóvel 951 em Moema,519403,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
952,Pinheiros,Imóvel 952 em Pinheiros,2110631,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
953,Jardins,Imóvel 953 em Moema,2040803,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
954,Vila Mariana,Imóvel 954 em Vila Mariana,1257863,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
955,Vila Mariana,Imóvel 955 em Pinheiros,1400845,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
956,Pinheiros,Imóvel 956 em Pinheiros,2452053,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
957,Moema,Imóvel 957 em Pinheiros,1848413,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
958,Pinheiros,Imóvel 958 em Vila Mariana,2049612,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
959,Moema,Imóvel 959 em Itaim Bibi,2190643,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
960,Itaim Bibi,Imóvel 960 em Moema,1583146,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
961,Vila Mariana,Imóvel 961 em Jardins,510203,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
962,Itaim Bibi,Imóvel 962 em Pinheiros,1015746,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
963,Jardins,Imóvel 963 em Vila Mariana,2514975,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
964,Itaim Bibi,Imóvel 964 em Jardins,868246,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
965,Moema,Imóvel 965 em Jardins,1111339,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
966,Pinheiros,Imóvel 966 em Jardins,1668384,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
967,Pinheiros,Imóvel 967 em Pinheiros,2211640,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
968,Vila Mariana,Imóvel 968 em Jardins,1962585,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
969,Pinheiros,Imóvel 969 em Moema,2020135,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
970,Jardins,Imóvel 970 em Moema,721033,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
971,Moema,Imóvel 971 em Itaim Bibi,1595596,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
972,Jardins,Imóvel 972 em Vila Mariana,1750446,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
973,Vila Mariana,Imóvel 973 em Itaim Bibi,2217674,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
974,Pinheiros,Imóvel 974 em Itaim Bibi,2562324,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
975,Vila Mariana,Imóvel 975 em Vila Mariana,771643,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
976,Pinheiros,Imóvel 976 em Itaim Bibi,1111650,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
977,Pinheiros,Imóvel 977 em Vila Mariana,1433590,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
978,Itaim Bibi,Imóvel 978 em Vila Mariana,2694421,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
979,Moema,Imóvel 979 em Vila Mariana,2971612,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
980,Pinheiros,Imóvel 980 em Jardins,894804,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
981,Pinheiros,Imóvel 981 em Moema,2363870,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
982,Vila Mariana,Imóvel 982 em Vila Mariana,2384528,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
983,Pinheiros,Imóvel 983 em Jardins,1735455,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
984,Itaim Bibi,Imóvel 984 em Pinheiros,2639623,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
985,Vila Mariana,Imóvel 985 em Vila Mariana,2380935,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
986,Itaim Bibi,Imóvel 986 em Moema,393028,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
987,Itaim Bibi,Imóvel 987 em Itaim Bibi,2114732,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
988,Pinheiros,Imóvel 988 em Moema,2012755,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
989,Moema,Imóvel 989 em Vila Mariana,1337460,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
990,Itaim Bibi,Imóvel 990 em Pinheiros,1391719,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
991,Moema,Imóvel 991 em Pinheiros,501120,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
992,Jardins,Imóvel 992 em Moema,1642596,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
993,Pinheiros,Imóvel 993 em Moema,2442258,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
994,Pinheiros,Imóvel 994 em Jardins,2501900,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
995,Itaim Bibi,Imóvel 995 em Jardins,1558209,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
996,Jardins,Imóvel 996 em Pinheiros,1872360,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
997,Itaim Bibi,Imóvel 997 em Itaim Bibi,1528471,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
998,Pinheiros,Imóvel 998 em Itaim Bibi,543914,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
999,Pinheiros,Imóvel 999 em Vila Mariana,973921,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
1000,Vila Mariana,Imóvel 1000 em Itaim Bibi,401014,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
